"ClusterID","File-Name","Cluster","Group","PD-1"
5740,"RR_P76_CD3+_7500","CD4 Th2-like EM","R/R",1.55573150035705
5704,"RR_P79_CD3+_7500","CD4 non-classical Th1 EM GrB+","R/R",1.763252948501
5708,"RR_P79_CD3+_7500","CD4 Th17 CM","R/R",1.51383141941333
5710,"RR_P79_CD3+_7500","CD4 Th2 CM (1)","R/R",1.31914028741181
5723,"RR_P79_CD3+_7500","CD8 Tc1 EM (1)","R/R",0.362055515816734
5724,"RR_P79_CD3+_7500","CD8 Tc1 EM (1)","R/R",0.0815328573508359
5732,"RR_P79_CD3+_7500","CD4 Th1 EM GrB+","R/R",1.37495769020647
5739,"RR_P79_CD3+_7500","CD4 Th17 CXCR5+ CM","R/R",1.66759459256839
5740,"RR_P79_CD3+_7500","CD4 Th2-like EM","R/R",1.71286015046681
5704,"RR_P82_CD3+_7500","CD4 non-classical Th1 EM GrB+","R/R",1.14889662312641
5708,"RR_P82_CD3+_7500","CD4 Th17 CM","R/R",1.4855526839011
5710,"RR_P82_CD3+_7500","CD4 Th2 CM (1)","R/R",1.80248579698304
5723,"RR_P82_CD3+_7500","CD8 Tc1 EM (1)","R/R",1.76368085272425
5724,"RR_P82_CD3+_7500","CD8 Tc1 EM (1)","R/R",1.90052916619468
5732,"RR_P82_CD3+_7500","CD4 Th1 EM GrB+","R/R",1.69081146325774
5739,"RR_P82_CD3+_7500","CD4 Th17 CXCR5+ CM","R/R",1.83506503046351
5740,"RR_P82_CD3+_7500","CD4 Th2-like EM","R/R",2.1730878656304
5704,"RR_P85_CD3+_7500","CD4 non-classical Th1 EM GrB+","R/R",0.860824023306304
5708,"RR_P85_CD3+_7500","CD4 Th17 CM","R/R",0.216031976805375
5710,"RR_P85_CD3+_7500","CD4 Th2 CM (1)","R/R",0.471435791061702
5723,"RR_P85_CD3+_7500","CD8 Tc1 EM (1)","R/R",0.585915450796187
5724,"RR_P85_CD3+_7500","CD8 Tc1 EM (1)","R/R",2.00870508083849
5732,"RR_P85_CD3+_7500","CD4 Th1 EM GrB+","R/R",1.54047930941877
5739,"RR_P85_CD3+_7500","CD4 Th17 CXCR5+ CM","R/R",0.551737118710647
5740,"RR_P85_CD3+_7500","CD4 Th2-like EM","R/R",1.47653117992212
5704,"RR_P88_CD3+_7500","CD4 non-classical Th1 EM GrB+","R/R",0.505171960252814
5708,"RR_P88_CD3+_7500","CD4 Th17 CM","R/R",0.973845232487121
5710,"RR_P88_CD3+_7500","CD4 Th2 CM (1)","R/R",0.831398389167403
5723,"RR_P88_CD3+_7500","CD8 Tc1 EM (1)","R/R",0.424289240707638
5724,"RR_P88_CD3+_7500","CD8 Tc1 EM (1)","R/R",0.964428612888527
5732,"RR_P88_CD3+_7500","CD4 Th1 EM GrB+","R/R",1.29675774783354
5739,"RR_P88_CD3+_7500","CD4 Th17 CXCR5+ CM","R/R",1.21462675713942
5740,"RR_P88_CD3+_7500","CD4 Th2-like EM","R/R",1.49252528383899
5704,"RR_P91_CD3+_7500","CD4 non-classical Th1 EM GrB+","R/R",1.16714005152076
5708,"RR_P91_CD3+_7500","CD4 Th17 CM","R/R",1.29376568330017
5710,"RR_P91_CD3+_7500","CD4 Th2 CM (1)","R/R",1.48361381418021
5723,"RR_P91_CD3+_7500","CD8 Tc1 EM (1)","R/R",0.214453866225941
5724,"RR_P91_CD3+_7500","CD8 Tc1 EM (1)","R/R",1.40978718517383
5732,"RR_P91_CD3+_7500","CD4 Th1 EM GrB+","R/R",1.4538593192583
5739,"RR_P91_CD3+_7500","CD4 Th17 CXCR5+ CM","R/R",1.44113298337053
5740,"RR_P91_CD3+_7500","CD4 Th2-like EM","R/R",1.75407685824473
5704,"RR_P94_CD3+_7500","CD4 non-classical Th1 EM GrB+","R/R",1.48020943317851
5708,"RR_P94_CD3+_7500","CD4 Th17 CM","R/R",0.52485539023294
5710,"RR_P94_CD3+_7500","CD4 Th2 CM (1)","R/R",0.409434344639718
5723,"RR_P94_CD3+_7500","CD8 Tc1 EM (1)","R/R",2.2006823466563
5724,"RR_P94_CD3+_7500","CD8 Tc1 EM (1)","R/R",1.75429712053742
5732,"RR_P94_CD3+_7500","CD4 Th1 EM GrB+","R/R",2.34358616732058
5739,"RR_P94_CD3+_7500","CD4 Th17 CXCR5+ CM","R/R",1.77619454235654
5740,"RR_P94_CD3+_7500","CD4 Th2-like EM","R/R",0.935425815285787
