"","EOMES","MHC-II","CD30","CCR5","CD4","CD8","MHC-I","CD25","CD57","Tim3","PD-L2","pStat1","PD-1","B2M","CCR4","CCR7","Tbet","PD-L1","FoxP3","CXCR5","CD161","CD45RO","GranzymeB","CD73","CD3","pS6","IRF4","ki-67","CD15","CD56","CD16"
"5700",-1.02710942412921,0.0376205471774865,-0.398546576569126,-0.207875485993031,1.16257046827719,-0.824226463005868,-0.318499229920391,3.2282297339166,-0.606397717852329,-0.464647513876486,-0.228982727760086,0.023755808272398,-0.058205401973681,-0.0488346205626104,1.56342158026204,-0.939189266185361,-0.904631462529099,-0.0675320795328206,2.11851587599643,-0.430609388598186,-0.610454985006342,0.846668517517968,-0.688075684256289,-0.349092483640337,0.584279162066084,-0.69985936781135,-0.422830097021175,-0.513611643432892,-0.263342970204875,-0.334211339728819,-0.303523248846849
"5702",-1.27380067819815,-1.27071495898073,-0.40154096090431,-1.09685099525945,1.10635584080568,-0.900646227527587,-0.262285133328162,-0.53072677784196,-0.607117400827204,-0.464694658590473,-0.230863626111198,-0.735052174608907,-0.767075382485398,-0.321929779234133,-1.04728002855063,1.6753928135162,-1.08324834427958,-0.275865552957597,-1.32126496257091,-0.431256651538297,-0.610553473013158,-1.15638670423894,-0.688087203254523,-0.34870091712886,0.620852710559816,-0.913794881504036,-0.967166739392137,-0.514637148685107,-0.263172600954527,-0.334195726307826,-0.303475441353369
"5703",0.530122617365011,-1.21283549694485,-0.400934044628244,2.16783913098419,-0.970404749993764,0.932573419271726,-1.09176815587858,-0.531317871414951,-0.607111899102215,-0.464917282687709,-0.230855545226956,-0.74152534954324,-0.712106964969659,-0.916538837874374,-1.067614102647,-0.940151587356277,0.338671022789673,-0.482746000906526,-0.0679842251604126,-0.18568324165278,2.40602935754303,-0.104390336759904,-0.688019390541964,-0.348524445969969,0.0772120948799056,-0.78777106187178,-0.967151038794818,-0.514631188090923,-0.263299873943852,-0.332382514693606,-0.30345403193664
"5704",0.0887218176665559,-0.186110534861179,-0.401069541352764,0.522213440686873,1.1971286928212,-0.785380552904819,0.308592959211422,-0.531460857211749,-0.606904566757655,-0.464676487603766,-0.230701281882429,-0.630921993796848,1.11526409584647,0.356051441533161,-0.969512760335719,-0.940302678176247,1.23765330236091,0.192778761951882,-0.584488864543685,-0.431173472772885,0.107885907604815,0.683197668858927,1.36739007409696,-0.346644210823338,0.423828617952004,-0.4134020105669,-0.605290230941632,-0.514537266712052,-0.263260126521674,-0.333901343973943,-0.303491805917436
"5705",-0.950419167553439,-1.2485648009948,-0.401600838722029,-1.09721427485813,-0.970426258895647,0.965192120807089,-0.417873223653025,-0.531278698699311,-0.607109021575318,-0.464490259659382,-0.231081270920663,-0.507791509095557,-0.767071495490058,-0.245818447175771,-1.06751409076232,1.15377727730437,-1.08284160555106,-0.483618802659305,-0.317005416574587,-0.43135539235061,-0.610706339555828,-1.15661386328993,-0.688089984911786,-0.344509665921006,-0.0551303356531737,-0.826317449086285,-0.966482241600411,-0.514629385807473,-0.263285653853055,-0.334193898206989,-0.303528637817112
"5706",0.374251166572069,-0.730425632798532,-0.401421397692665,1.82602379093762,-0.970476012534008,-1.03629113140739,-0.587171538276074,-0.531246350518194,-0.607026632739543,-0.464826129992415,-0.230906027682346,-0.648204270648623,-0.766385501278087,-0.508492676542793,-1.06685232407763,-0.940145372699671,1.06338569238522,-0.482784956222389,-0.842941557807968,-0.430135867072371,1.83358882662719,-0.304587777911645,-0.457275702696028,-0.346960285570804,1.33057815100429,-0.570937381564775,-0.891853628784161,-0.514559530672962,-0.263338204517636,-0.333027506005931,-0.303425625223921
"5707",-0.825360993755551,-1.01704526126818,-0.400983942718054,-0.761953790538145,1.29776048889684,-0.718279379073619,0.246553953837132,1.58321212292517,-0.606739495524391,-0.464798602620193,-0.229967478471524,0.893659810027405,-0.0566620553752216,0.357144657213485,1.36113238636537,-0.422482963640077,-0.871210968153396,0.401611124555105,-0.794649973312946,-0.431260294311334,-0.610275723523453,0.863646501060614,-0.688058944261016,-0.34876382646718,0.448231047155129,-0.36555924523437,-0.50348245838011,-0.514337449744342,-0.263347342636752,-0.334219385457411,-0.303516624122753
"5708",-1.00895674186197,-1.13715443411272,-0.401043638056546,-0.829343342740208,1.241508589857,-0.753032357003841,0.274709468547071,-0.419873441215627,-0.606980849241643,-0.464662481268277,-0.229622346188765,-0.018597021457315,0.337618229040689,0.338759344066447,0.846623273782315,0.465786674809551,-0.886496927727948,0.676586982991268,-0.941270770617701,-0.332119608072028,1.45820199873954,0.844724750378402,-0.688046534470341,-0.348850286028044,0.659973291937919,-0.592316369952417,-0.589187927605728,-0.514297216446671,-0.263261940391171,-0.334128527705809,-0.303476636624336
"5710",-1.19640479405024,-1.05939841079109,-0.401110617597524,-0.993542901974063,1.23738492116515,-0.791504087758279,0.120684644019939,-0.530463348157297,-0.60699516364159,-0.464804785262399,-0.23033087851777,-0.499143802204108,0.498154701024872,0.300708231480336,0.95306225240473,0.725624881816848,-0.631989482172253,0.336816689013449,-1.01096583148932,-0.430954133208692,-0.610312235992734,0.885338591336855,-0.68804915744956,-0.348902167517273,0.756292138598232,-0.632368923173556,-0.665231914883111,-0.514373173439404,-0.263331311118466,-0.33422528969455,-0.303535715323598
"5711",0.814261864556779,-0.206926494906083,-0.400429619438043,0.516271882858218,-0.970358678476636,1.2429423154802,-0.351008852058054,-0.531455828174982,-0.606868818482448,-0.464623459513992,-0.231041427857672,-0.642155576158771,-0.523946100615719,-0.370279600695282,-1.06683620790568,-0.940270331160454,1.13084338177669,-0.483443537078574,0.309217721484301,-0.431293601006291,-0.60999588556087,-1.15587987971763,1.55918103280424,-0.345148756612467,0.0507830796933425,-0.541555419965933,-0.756441708374915,-0.514510224060798,-0.263397482732438,-0.333964391128247,-0.303483453106096
"5712",-1.81743404379408,-1.27104120722483,-0.401765307045616,-1.0971053307537,1.0231272150156,-0.999119422591665,-4,-0.531098330739362,-0.607241379002359,-0.464877743511827,-0.231447251336412,-1.27645238631922,-0.767496370845125,-3.93012530001963,-1.06779381239571,1.21754574284554,-1.0836961971764,-0.480433690256748,-1.43009518895305,-0.431433968818306,-0.610780442932586,-1.15662090953823,-0.688181709735581,-0.349066728395418,-0.294668361240781,-1.02794757283156,-0.968522385193974,-0.51467931069063,-0.263369495271741,-0.334295477752101,-0.303552714736239
"5713",-1.72065360701999,-1.27108828770394,-0.401937647026165,-1.0970960995281,1.09440953545133,-0.984906148403978,-2.6452949866051,-0.531137459032475,-0.60725741665363,-0.464842489335076,-0.231252109784525,-1.27567729717536,-0.767632927485959,-2.4153297645774,-1.06796479627156,1.68387259784708,-1.08362945635514,-0.481148365181151,-1.42980992239547,-0.431391458143796,-0.610851752704739,-1.15674152530664,-0.688127944507371,-0.348800506357862,0.336114633527394,-1.02792652158817,-0.968336872040066,-0.514705394681413,-0.263313150541004,-0.33431833658705,-0.30362023263098
"5721",1.52728375292435,1.28078659406926,2.3103305843454,1.41859838919349,0.26693554177383,1.08857913868893,1.22381282416231,-0.530880672207613,1.95733404289418,2.52034429300463,-0.227832084479815,1.73249902661252,-0.522708018058062,0.676483422004015,0.133806150575089,-0.940068016709454,1.2818063487598,-0.372204959435835,0.968911279333592,-0.430819060417188,-0.542515967387196,0.621192260986312,1.65107739380337,-0.345902610066342,-0.189243652702945,2.30276674871857,1.08404249038788,0.102484316030527,-0.262647368779457,-0.332740064195125,-0.295651437908614
"5723",1.36900804387321,1.28819779617173,-0.394199915883461,0.783140763042712,-0.97025524754941,1.22467000982494,-0.307687137517492,-0.531335633364774,-0.606724473435435,-0.463387016543637,-0.230518830346576,-0.0546739118735075,1.53098348780826,-0.213131142995158,-0.12364283366435,-0.940215631832224,1.02038450348194,-0.483419150625411,0.670898852785054,-0.431275696483335,-0.610607710654182,0.713102494746718,0.715117277788144,-0.348360921680458,-0.311375935457224,0.120021468988051,0.394481217320625,2.28577905284198,-0.26318401900055,-0.3337384233911,-0.303514369860431
"5724",0.820540136170178,0.20512433173277,-0.400584050431,1.15889592668076,-0.970344508690156,1.14933893823504,-0.271686422679973,-0.531436886554383,-0.606758316538985,-0.464399296738865,-0.230869005388963,-0.568215212253009,2.29434055560215,0.145368392261848,-0.794386403324887,-0.940032086468314,0.986860721214605,-0.483184004097054,0.154757500881593,-0.431356862256243,-0.610664915340661,0.972365492180299,0.753329516692756,-0.347053308911412,0.550043773659869,-0.443076945372754,-0.529103198868683,-0.514308767662081,-0.26339304473367,-0.334058393024539,-0.303542365532286
