"","Pax5","CD14","EOMES","MHC-II","CD30","CCR5","CD4","CD8","MHC-I","CD25","CD57","Tim3","PD-L2","pStat1","CD163","PD-1","B2M","CCR4","CCR7","Tbet","PD-L1","FoxP3","CXCR5","CD161","CD45RO","GranzymeB","CD73","CD33","CD3","CD68","pS6","IRF4","ki-67","CD15","CD56","CD16"
"6611",2.34796614199494,-0.18145091876683,0.0122088303272074,0.821987978532814,-0.159250007437215,4,-0.397920207843411,-0.316743113524895,0.781976185263987,-0.2121253001289,-0.273814808489377,-0.359427254620414,-0.111469341388555,-0.538399867264699,-0.218994875125926,-0.123682232507547,0.843308182580865,-0.417016963699564,0.325260643726629,0.42787902531956,-0.154616829626739,-0.374423401360116,3.52268424545474,-0.302816025450832,-0.37992365223171,-0.396279743923873,-0.119438474752399,-0.418001762788581,-0.345019743567879,-0.12510284891326,-0.0117593286632308,0.794344289197509,-0.275244165581481,-0.270150179117561,-0.305871439283836,2.14590397751226
"6612",-0.0410914313846222,-0.520453897395616,-0.48556913398202,-0.947684846035371,-0.160505082707593,-0.329665718750073,-0.461550151117604,-0.318489091908586,-1.06995808708622,-0.21292835384217,-0.35131561238384,-0.359605749767648,-0.110536951674961,-0.539614341307381,-0.219251740047379,-0.124143277263018,-1.03387718793206,-0.480912800353927,-0.261466114355424,-0.505604188581231,-0.154789178408548,-0.375148794732671,-0.325532684376253,-0.303388220384515,-0.379797872911194,-0.39639736663083,-0.136316530733298,-0.417495504823775,-0.344698936634196,0.762248837791246,1.69355672405982,-0.287802673485574,-0.191527378026222,-0.269985870286901,-0.306026592998692,-0.588549571930862
"6613",2.40701451004271,-0.177196424938178,-0.674876731272572,0.731570685355422,-0.160216509428483,-0.329566539488726,-0.461412689713713,-0.31805199057334,0.40665122263036,-0.212763325268216,-0.350953920567128,-0.359718514370874,-0.111344087716834,-0.539778301198443,-0.219257799806081,-0.123842096897968,0.0665930771980502,-0.47927937063303,0.211041553393554,-0.505661788432406,-0.155037106055385,-0.375673121875999,2.9965092114554,-0.302927971535895,-0.380157441512355,-0.396490485264885,-0.119952707323543,-0.41793833140476,-0.344266863482029,-0.569766385595841,-0.522499851362333,-0.0624602834794192,-0.275473055355518,-0.270187482071815,-0.306010785951252,-0.587773032794624
"6614",-0.310123315955618,-0.520479512852581,1.51192218463428,-0.343210656840929,-0.160328656359013,-0.3287844009884,-0.461417165024663,-0.316149635804109,1.20936139881606,-0.212970335875312,-0.320604107644167,-0.357689905470089,-0.110992495462718,0.116141482905281,-0.21928713051492,-0.123304561631411,1.07310704037993,-0.480225419099748,-0.261678716699975,2.33513580070108,-0.154560217701925,0.0239479305611832,-0.325532198276184,-0.302347899106259,-0.380186232148415,3.63590353321817,2.07436987667352,-0.418086321869625,-0.343796403411964,0.644535884004321,-0.229110125580391,-0.290434871305417,-0.27546400379525,-0.270318242728692,3.05050727441801,1.12069143535519
"6615",0.171039127574766,-0.520414324873471,0.168934376301758,1.12927936268901,-0.159689284224132,1.02696449525394,1.98168461961106,-0.317531671176093,-0.07040292678825,-0.213410823075071,-0.351254775674247,-0.359171777020443,-0.110494231638089,2.02267977968258,-0.219055511778453,-0.123834579759804,-0.211943863785776,0.0743314155864044,-0.260778137046061,-0.505216933326046,-0.154621429150872,1.30652417342463,-0.325533330089557,-0.303214954536001,-0.380053796320223,1.50360347588875,-0.133272674346468,-0.417720786992189,-0.344542689314534,1.92748714555084,2.34071245834579,2.72291966995889,-0.274675859178224,-0.270177749334039,-0.30576479945591,-0.588576762008526
"6616",-0.337339311047827,-0.520567130137972,1.56798534829179,-0.192097896774829,0.571390083108447,1.07764426696165,0.212247333294236,1.4264853102567,0.838606845268705,-0.212194639804188,3.49090518256532,0.728127067825432,-0.108905686318526,-0.539514977942857,-0.21900247761378,-0.123287187946514,-0.552947206404859,-0.480998046540668,-0.261948071973229,1.47604332433441,-0.154907350062478,-0.376017873773658,-0.325790448585174,-0.302116939089074,-0.380298311734382,2.21416023153028,-0.131571727831372,-0.418180130306929,-0.344615664580068,-0.861466847977098,-0.524044613304019,-0.292908889514215,-0.275532036025153,-0.270201737308269,-0.066165755102351,-0.00966674437288255
"6617",-0.321740927811154,-0.520571575603564,1.48719181429704,-0.242914552519697,0.189354178204946,0.807542756593307,-0.264214770471149,1.27250178985188,0.971051055126623,-0.21225833154983,3.34191372021128,0.409004288673939,-0.10898642253442,-0.538890396404067,-0.218984066456232,-0.123585375192568,0.326275263613905,-0.480847565413752,-0.261905014398479,2.25310015146948,-0.154866784157697,-0.375043755396692,-0.325694456645805,-0.300938550794629,-0.380354990459687,3.20366346377785,-0.122440969922187,-0.418186683001502,-0.345137263776309,-0.154872287984522,-0.52357793311421,-0.292343810094996,-0.2754659989055,-0.27017597686133,1.80834995109448,0.60473267968357
"6618",-0.390606085831276,-0.520537853389573,1.78675314836829,0.907110670564871,-0.159552553143742,0.0107110087023015,-0.461766972426919,4,0.417080297858107,-0.213132255869906,-0.351196800449457,-0.359376584660825,-0.11076107920757,-0.104239669549978,-0.219348131896205,0.993541879198092,0.281924359914175,0.35781747608358,-0.261146427770554,0.118061003507149,-0.155715901463282,0.334059867791337,-0.32574865844001,-0.303073603150341,-0.378714604958194,-0.39501551431235,-0.139515907236838,-0.418229018835562,0.819040427137334,-0.322163637784427,-0.52358140531636,-0.290055732285361,3.57583375943133,-0.270205608290071,-0.30591411192915,-0.588589004084615
"6619",-0.94295466966007,-0.520856971905909,-1.01534663528466,-0.948184419590108,-0.158816175672802,-0.3295270034979,-0.462110871037505,-0.318072314346195,-1.07043254877086,-0.213437441123904,-0.352126734363772,-0.358938759760537,-0.1150834735323,-0.538681856949064,-0.218511331618098,-0.122175238875386,-1.03328140456461,-0.48111127873149,-0.263043500016079,-0.506076111588886,-0.155454874750156,-0.376619199506011,-0.32628587729365,-0.303197647419541,-0.381209337947101,-0.395846493242267,-0.13469145764211,-0.417437947523063,4,-0.969127044244192,-0.524711358583023,-0.295476259048305,-0.276163902972534,-0.270076701547309,-0.306690344796831,-0.587801883995964
"6620",-0.467424262426606,-0.520480659914213,1.24341628630189,-0.947326285845008,-0.160075595803592,-0.328770908113761,-0.461434170756014,-0.317110098274864,0.613525844477466,-0.212958005462641,2.32559849089323,-0.275134740024115,-0.11077935637611,-0.540092209605588,-0.219256289045658,-0.124503352392808,-0.341840978955788,-0.480883103891774,-0.26179755965162,1.77346125440021,-0.154487488951862,-0.375627096032911,-0.325501775001381,1.42916681703207,-0.380210713041734,1.49117477067229,-0.133656190325831,-0.41800705198057,-0.344677412141972,-0.58710302761076,-0.52389768333004,-0.292457238345361,-0.275590637597011,-0.269920681774284,0.0127437328868272,1.55367109582165
