"","Pax5","CD14","EOMES","MHC-II","CD30","CCR5","CD4","CD8","MHC-I","CD25","CD57","Tim3","PD-L2","pStat1","CD163","PD-1","B2M","CCR4","CCR7","Tbet","PD-L1","FoxP3","CXCR5","CD161","CD45RO","GranzymeB","CD73","CD33","CD3","CD68","pS6","IRF4","ki-67","CD15","CD56","CD16"
"705",-0.727398674859956,-0.343018573180942,-0.678701709099141,-0.695853006880059,-0.107632107225974,1.95318570979285,-0.450322199181585,-0.39513200578004,-0.527109128534582,-0.216145352401239,0.387139586563777,1.42724806473937,4,-0.46694396746205,4,4,-0.654518943953615,1.76568877014077,1.7795464720361,-0.451820931079923,3.5310276104342,1.19705421766954,2.53780633443484,0.830158973758206,1.42420640108601,-0.522948966289727,0.127197136476099,-0.332467653568244,-0.403982921095462,0.638255803539668,-0.642610703350946,-0.491031563922068,-0.457590252652833,2.45053213683298,1.39487750357535,1.83348685097113
"707",-1.00518691802935,-0.508497443883508,-0.93170455532923,-0.926207990108175,-0.163852717997822,-0.371065967659611,-0.450711380394279,-0.395432560409889,-0.82957090890734,-0.217202099905854,-0.290932089369538,-0.449272847588814,-0.142604741682607,-0.662540312465068,-0.258222832096126,-0.143758482300123,-0.854413766989121,0.0617278749393467,-0.283901678825852,-0.596981138127735,-0.151726474653792,-0.0197661238509647,-0.242656036069399,-0.38239952133902,0.608835508964405,-0.523085998835571,-0.460783060691409,-0.457272115239329,-0.40511133636068,0.408434064100608,-0.692623650514191,-0.491198112091234,-0.457653824871282,2.17213356074593,-0.403910921257442,1.91156104796334
"711",0.29670037795186,1.87091127807159,0.133166566281347,1.15876220212867,-0.163096649885082,-0.339593374395633,-0.361325918260004,-0.395290333665407,0.803335968661757,-0.217277448979687,-0.371330647507647,-0.404398083491493,-0.146510585087941,-0.0230273989589295,-0.258314016083943,-0.146684952167875,0.655199818301572,0.431709678339866,-0.284679539906619,-0.59746223302198,-0.252649488627471,-0.703927290584347,-0.243986076378145,-0.382678754151816,-0.337674041622552,-0.523312261876383,-0.51975538283815,1.53819489778321,-0.405558754658259,0.62843533700057,1.50792557172584,-0.490051080262024,-0.457349783826524,-0.513062396878546,-0.405886694059922,-0.569713452380906
"714",-0.28240181266619,-0.508603495738679,0.977957387527401,-0.614856103570982,-0.163177046268111,-0.19116760257957,-0.450267810502793,-0.056107315387038,0.680941596970108,-0.21706535529038,2.73612132501929,1.7738139830377,-0.14589021605914,-0.499989228194529,-0.260162011570368,-0.145948424516595,0.554629375843336,-0.719829462483045,-0.284604816243742,2.31346560751092,-0.252453001018932,-0.0636338846671453,-0.243106189898861,2.79136042535579,-0.451977502217508,2.34416949748107,1.44604097944888,-0.458018091635463,-0.405292277583965,0.471765804170816,-0.386858494017154,-0.365928582066114,-0.45770673591024,-0.513104738971988,2.05543411740672,1.13682044363178
"715",-0.751858691422475,-0.50872495177393,-0.70412252027626,-0.998012741666561,-0.164102459953614,-0.370162916945209,-0.450785107269976,-0.395492492434294,0.564228512202961,2.87609140391825,-0.371204772664015,-0.450037714596105,-0.146480807374559,-0.0380089919689368,-0.260785102153785,-0.146238125392765,0.385315232571174,-0.722843018503634,-0.284814287495413,-0.597437807816161,-0.251527952921307,-0.57138748406458,-0.243916821942844,-0.382689648245129,1.56815058817858,-0.523240957150493,-0.573885970818492,0.437657056163852,-0.405211676493593,0.518824603591485,-0.0149222232326666,-0.490328219454717,-0.457450472743944,-0.51298712204576,-0.405764295627658,-0.678314689784491
"716",0.362395896011769,2.10822803136686,0.572786890750983,1.01303809915987,-0.162853750174654,-0.21122983619908,1.84577872632245,-0.380654653324878,1.41455595500186,-0.21706628552586,-0.124366149162066,1.88170123325091,-0.144857921995214,1.44435243167471,0.66835505931459,-0.144863273777043,1.37974820879447,0.628526883352215,-0.284538667427425,-0.442427767227302,-0.249863668832102,1.53270423309807,-0.243341477403413,-0.3822194821127,2.77301431156354,-0.523058114305893,-0.420306163060312,3.12708991543931,-0.404783997238554,2.04823370581745,2.54362569642105,0.970091356216057,0.193429760167116,1.37528836594702,-0.405522589632631,-0.372205847519707
"719",2.4428346386922,-0.24723364254436,-0.582398926503086,1.0912639335514,-0.163135992795926,-0.371470109710956,-0.450678747187003,-0.395272443508868,1.01997538151546,-0.216612330611905,-0.371208493102743,-0.450058689011296,-0.146882806505222,-0.659725790004691,-0.260733431227355,-0.146036807834749,1.09007362159824,0.108484466106548,3.00723048201282,-0.596796278691659,-0.252884884673344,-0.164195056854347,4,-0.381904634788745,-0.452013917362714,-0.523203910561065,2.64318299241506,-0.457996663510114,-0.405367943913703,0.384651345055375,0.592087651012189,1.03647088630288,-0.45764355855029,-0.512997942802973,-0.405902766581331,-0.679117584253436
"720",-0.518038258825721,-0.508713102404638,1.31562200736506,-0.623122394019756,-0.16404601142936,-0.370790666094236,-0.45082861821301,-0.394016722687326,0.308496968175897,-0.216826284772171,-0.371178729592919,1.30373617981764,-0.146714066129388,-0.406618594199298,-0.260617931509453,-0.146694772536559,0.414343854071656,-0.722394745116781,-0.284051126151606,1.86878076642864,-0.252641706940004,0.189840485187107,-0.243582980049594,0.345774795589044,-0.451909223820248,0.221585137834651,0.00712212914940073,-0.457632385379173,-0.405522566413602,0.465592838810531,0.0241917562697486,-0.277601023640278,-0.45748008713142,-0.513041225831825,4,-0.678842565849443
"725",-0.394649829407506,-0.508673999485971,1.24836390277832,-0.778649162736258,-0.164105881076296,-0.371472929306663,-0.450797797961694,-0.394939239343336,0.461726939744953,-0.217222565086401,-0.371162607691764,0.169196619141008,-0.146659473654854,-0.481472409006696,-0.260444681932601,-0.146252855945791,0.39559166458652,-0.722235510612857,-0.284706489424378,2.07296780334332,-0.252532763315467,-0.0671244219799284,-0.243352131931921,2.61355089024679,-0.451963846538056,2.06771426142226,1.06165183059113,-0.45799573185249,-0.405359719312644,0.366454399647149,-0.314687591358635,-0.421601094453407,-0.457514834679393,-0.513136730775922,1.75877445686971,0.283863973406961
"726",-0.0789696777706133,-0.508617122513366,1.05152744020224,-0.100231220130759,-0.0356010012071358,1.80197938333176,-0.169651439488035,2.95801338091115,0.235180420759373,-0.216959308445727,3.44172719195719,-0.447336507756225,-0.145664401732656,-0.5013339639005,-0.260569300049284,-0.145472136635434,-0.624242711746267,-0.723181194104798,-0.284901750930321,0.838279645397903,-0.252970483235479,-0.596870192664703,-0.244151221570019,-0.382800882671581,-0.451597988126068,1.61463597329425,-0.00352968601667725,-0.458070264462401,2.00911674016733,-0.882336767896533,-0.693307568506713,-0.491135504567788,-0.457836249498137,-0.513340443292149,-0.405817458583086,-0.679417108525549
